project_id,project_city,project_state,project_sq_ft,type,project_category,construction_category,acf_2023,new_construction_median_sale_price_per_sqft_norm,cost_div_0_sel,cost_div_1_sel,cost_div_2,cost_div_3_sel,cost_div_4,cost_div_5_sel,cost_div_6_sel,cost_div_7_sel,cost_div_8_sel,cost_div_9_sel,cost_div_10,cost_div_11,cost_div_12_sel,cost_div_13,cost_div_14,cost_div_21,cost_div_22,cost_div_23_sel,cost_div_25,cost_div_26,cost_div_27,cost_div_28_sel,cost_div_31,cost_div_32,cost_div_33,cost_div_34,cost_div_35,cost_div_40,cost_div_41_sel,cost_div_42,cost_div_43,cost_div_44,cost_div_46,cost_div_48,has_div_21_cost,has_div_31_cost,has_div_22_cost,has_div_48_cost,line_item_count,total_material_sq_ft,divisions_with_cost,average_line_item_cost,total_project_cost
55fe86669819e81daf7e595a81d72b755e33c22d46f607257f2ee57312e80068,New Braunfels,TX,15170,Oil Refineries,Industrial,Commercial,0.8899999856948853,0.7647607194938695,192005.0,2038864.0,0.0,459591.0,36284.0,140170.0,413391.0,406152.0,372246.0,301334.0,0.0,582716.0,468599.0,0.0,0.0,24280.0,910490.0,29566861.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001539.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,213.0,2869059.5703999996,15.0,173307.61502347418,36914522.0
f54dfb491cf7d6f7d1cc913fc5338ea475e6cc807bcc353c875be425ed08af17,Topeka,KS,11925,Critical Care Facility,Medical,Commercial,0.9100000262260437,1.0,115673.0,191396.0,0.0,46124.0,124934.0,256587.0,1027981.0,437269.0,308340.0,336486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10368603.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,178863.2548,10.0,695441.7368421053,13213393.0
fc491ab60fd03560c8c53bc5152ddd3f98c73a1531bf8e91d0251b3091724a1d,St.Bran's Burg,CO,13600,Communication Devices,Offices & Warehouses,Commercial,1.0399999618530273,1.0,0.0,0.0,0.0,100923.0,126212.0,35658.0,592727.0,137238.0,75774.0,231311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5931209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,217653.7253,8.0,328684.1818181818,7231052.0
2e4c21c2e43f0b29c3e59b543ae197431d4607c1facaf593800014f18d40fd8b,Arbaugh,AR,121786,Oil Refineries,Industrial,Commercial,0.9100000262260437,1.0,706771.0,119325.0,0.0,1817419.0,624106.0,572936.0,100818.0,738139.0,1033785.0,1278510.0,0.0,0.0,0.0,0.0,0.0,0.0,3989017.0,0.0,0.0,0.0,0.0,65901973.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,41.0,3867970.1717999997,11.0,1875190.219512195,76882799.0
6cab0cb67d8038f21cea74517b37911db826b84f616cd9deb83642c21dab1a85,Phoenix,AZ,1913,Custom Residence,Residential,Commercial,0.9200000166893005,1.091307579407702,4370.0,5847.0,0.0,270490.0,12613.0,0.0,223332.0,78494.0,91200.0,129287.0,0.0,0.0,0.0,0.0,0.0,0.0,7821.0,0.0,0.0,0.0,0.0,2399841.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,44.0,76530.3379,10.0,73256.70454545454,3223295.0
f28674960eb6cbf52926ddd9b43964f16a4b91677be6b4f5a36791659530f2a4,Phoenix,AZ,41416,Critical Care Facility,Medical,Commercial,0.9200000166893005,1.091307579407702,704883.0,681428.0,0.0,549747.0,451382.0,1224899.0,635930.0,369746.0,857059.0,1958130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27227888.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,579881.3286,10.0,1925616.2222222222,34661092.0
34530fb80bc428d57e392c21454653f489555fb5cb0ba3c98c649a322c0b3de0,Minneapolis,MN,8460,Oil Refineries,Industrial,Commercial,1.100000023841858,0.9971006471999282,0.0,9037.0,0.0,34105.0,0.0,19182.0,28079.0,194461.0,60416.0,3215.0,0.0,16932.0,35735.0,0.0,0.0,0.0,0.0,973572.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22602.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,127727.6351,11.0,63515.27272727273,1397336.0
c9750d48ae330d90bef13f6c57b53df053062d6043bece9e23c3b7c1ed946282,Washington,DC,1839500,Prisons,Government,Commercial,1.0399999618530273,1.0,369144501.0,55650814.0,0.0,0.0,0.0,0.0,12759554.0,17199416.0,16637820.0,0.0,0.0,0.0,56237747.0,0.0,0.0,0.0,2982555.0,0.0,0.0,0.0,0.0,2647913199.0,0.0,0.0,0.0,0.0,0.0,6261014.0,0.0,6475215.0,35486218.0,16438566.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,31276684.6949,12.0,147417573.5909091,3243186619.0
a94e1b5fcb2565a295ef94a68ec371bd2c403e02578e948bdc7a2905c638c10c,San Diego,CA,6400,Cafeterias,Educational,Commercial,1.2300000190734863,2.7449721353545704,77232.0,179828.0,0.0,203889.0,153976.0,100632.0,337652.0,94475.0,73932.0,216213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7038049.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,128006.2043,10.0,339035.12,8475878.0
c1a0f54f91fb956b70f0472f527edb7d171664b25bf93e5b59cc30616f6ae5e9,Los Angeles,CA,6300,Custom Residence,Residential,Commercial,1.2300000190734863,3.192831939246212,211135.0,772856.0,0.0,136847.0,301063.0,160307.0,1439922.0,482855.0,303175.0,888939.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13003497.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,207891.466,10.0,453861.4358974359,17700596.0
